issue_id,commit_id,p_x,l_x,issue_desc,issue_comments,summary,files,created_at,closed_at,commit_time
43,ab380d5413c3063d56be5b8d8bf04e1bf0fe59a7,1.1425699995015748e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Add simple algorithm to determine affected user ( # 42 ),['ic_component/ICComponent.py'],2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-02-22 22:50:37+02:00
43,f61d3791fb1b8180cedc7bad77d4c71fddac1356,3.5267181374365464e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Add energy requirement calculation ( # 42 ),"['ic_component/ICComponent.py', 'local_image_build.sh']",2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-02-22 21:39:59+02:00
43,7f34fdd9997e54512fd39032b3731c2ee0a645cc,1.0508937521080952e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Split the power calculation function to smaller parts ( # 42 ),['ic_component/ICComponent.py'],2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-02-22 18:23:09+02:00
43,48382ce054237ad30bd5f70c069e044b215b4e6d,1.062513911165297e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 41 from EVCommunities/development,"['component_manifest_ic.yml', 'component_manifest_user.yml', 'ic_component/ICComponent.py', 'ic_component/power_info.py', 'ic_component/station_data.py', 'ic_component/user_data.py', 'messages/PowerOutput_message.py', 'messages/PowerRequirement_message.py', 'messages/StationState_message.py', 'messages/car_metadata_message.py', 'messages/car_state_message.py', 'messages/user_state_message.py', 'station_component/StationComponent.py', 'user_component/user_component.py']",2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-02-01 12:18:20+02:00
43,8433f12d110fdcf72265f83a46c384c247925a26,1.035633795254398e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 40 from amehraj/user-component,"['component_manifest_ic.yml', 'component_manifest_station.yml', 'component_manifest_user.yml', 'ic_component.Dockerfile', 'station_component.Dockerfile', 'station_component_manifest.yml', 'stationcomponent.Dockerfile', 'user_component.Dockerfile']",2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-31 14:54:34+02:00
43,d7fcec71d8eccc6d24038568ed24aea681448e62,1.0347314855607692e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 38 from amehraj/user-component,['ic_component/ICComponent.py'],2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-26 14:34:35+02:00
43,6709abc3b17efa2f7c66ac2260ae44bfad53a471,1.53911405504914e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 37 from amehraj/user-component,"['ic_component/ICComponent.py', 'messages/PowerOutput_message.py', 'messages/PowerRequirement_message.py', 'station_component/StationComponent.py', 'user_component/user_component.py']",2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-25 17:15:59+02:00
43,ff04f8708274cc22dd855791b25d36e6534d5fde,2.2502246793010272e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 36 from amehraj/user-component,['ic_component/ICComponent.py'],2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-25 16:17:57+02:00
43,982944def3ded2744afd27c63f93552b246acab1,1.109018467104761e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 35 from amehraj/user-component,"['ic_component/ICComponent.py', 'station_component/StationComponent.py']",2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-25 15:48:40+02:00
43,d5760c6ba47ee1a58c4d37cbd7d88858eb3c0d83,1.2797442650480662e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 34 from amehraj/user-component,"['component_manifest_user.yml', 'ic_component/ICComponent.py', 'messages/user_state_message.py', 'user_component/user_component.py']",2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-24 16:21:13+02:00
43,ed7304409111f36b674b5ad95da1bed175a3eae6,1.0491543434909543e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 33 from EVCommunities/image-update,"['.github/workflows/ic_image.yml', '.github/workflows/station_image.yml', '.github/workflows/user_image.yml', 'component_manifest_ic.yml', 'component_manifest_station.yml', 'component_manifest_user.yml', 'ic_component.Dockerfile', 'station_component.Dockerfile', 'station_component_manifest.yml', 'stationcomponent.Dockerfile', 'user_component.Dockerfile']",2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-24 14:32:10+02:00
43,8ea541d12845b2b604eaa60fe7900a53e8963038,1.053817140928004e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 32 from EVCommunities/development,['ic_component/ICComponent.py'],2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-19 14:25:30+02:00
43,7b7d292947c1618bc86aefbd994c8ea47289590a,1.0322989510314072e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 31 from amehraj/user-component,['ic_component/ICComponent.py'],2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-19 14:24:49+02:00
43,79ed7ee86aaa73485088eeb7b9ec1942dc3ea954,1.043701558955945e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 30 from EVCommunities/development,"['ic_component/ICComponent.py', 'messages/PowerRequirement_message.py', 'station_component/StationComponent.py']",2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-17 14:45:01+02:00
43,66ae329accea5dd0f81b31e650756a99f45f4941,1.0431015653011856e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 29 from amehraj/user-component,['ic_component/ICComponent.py'],2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-17 14:44:15+02:00
43,48c663bdf3a305af1e746e57c4e4b3f6bf1818a3,1.0468275831954088e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 23 from EVCommunities/development,"['component_manifest_ic.yml', 'ic_component/ICComponent.py', 'station_component/StationComponent.py', 'user_component/user_component.py']",2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-16 15:40:10+02:00
43,867566138153f4f0afa576c890c36ebbaa1f41df,1.1223414730920922e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 22 from amehraj/user-component,"['ic_component/ICComponent.py', 'user_component/user_component.py']",2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-16 15:39:08+02:00
43,be00a58e5d91d9dc94fb825b865be9b10aa2b22b,2.088826113322284e-05,0,"Solves issue # 42 Publishing warning message by Intelligent controller is implemented . Also , the user component is subscribed to the warning message topic . At the moment only reaction by the user when receiving a warning is a log output . The code changes are not properly tested and might contain bugs .",Warning message if requirements can not be fulfilled,Merge pull request # 21 from amehraj/user-component,['ic_component/ICComponent.py'],2023-02-22 21:00:11+00:00,2023-02-24 05:13:33+00:00,2023-01-12 00:21:04+02:00
